"dest","origin","n_jointpath"
"GSP","PHL",5740
"BIS","MOT",5738
"PHX","PVD",5732
"MEI","ATL",5726
"PVD","PHX",5724
"BLI","SEA",5724
"HSV","CVG",5720
"CVG","CHS",5709
"SHV","MEM",5707
"CHA","CVG",5670
"SRQ","STL",5661
"SAV","CVG",5661
"JFK","STT",5649
"CVG","CHA",5644
"ATL","MEI",5642
"MEM","GSP",5642
"BNA","SDF",5639
"SRQ","RDU",5635
"HNL","PHX",5629
"DTW","SLC",5626
"CLT","GNV",5620
"MEM","FLL",5618
"CVG","HSV",5616
"SLC","DTW",5609
"CVG","SAV",5604
"MLI","DEN",5603
"RDU","SRQ",5602
"DSM","DTW",5602
"LAX","CMH",5595
"CLE","RIC",5595
"IND","EVV",5592
"GSP","MEM",5592
"LYH","ATL",5583
"SAV","JAX",5572
"LGA","PHL",5571
"SAT","MSP",5561
"TYS","STL",5554
"FLL","MEM",5551
"MSP","SAT",5550
"GNV","CLT",5549
"STL","TYS",5547
"ORF","CLE",5533
"LGA","MKE",5532
"CHO","ATL",5531
"JFK","BDL",5524
"ATL","LYH",5503
"EYW","ATL",5503
"SFO","MDW",5501
"SDF","BNA",5498
"LGA","CAK",5495
"MDW","SFO",5495
"HLN","GTF",5487
"CMH","JFK",5486
"CAK","LGA",5486
"SFO","IND",5484
"MSY","FLL",5475
"MLI","PIA",5470
"IND","SFO",5465
"DCA","DEN",5464
"LGA","BTV",5457
"DEN","DCA",5456
"MKE","LGA",5454
"ATL","CHO",5446
"CMH","LAX",5445
"FLL","MSY",5439
"EGE","DFW",5438
"EVV","IND",5434
"RIC","CLE",5434
"DFW","EGE",5429
"MIA","FLL",5429
"RSW","IND",5429
"RDU","GSO",5428
"DAY","SBN",5425
"IND","RSW",5421
"JFK","CMH",5418
"RDU","SAV",5410
"ISP","BOS",5397
"ISP","BNA",5394
"BTV","LGA",5390
"JAX","SAV",5387
"BNA","ISP",5387
"BOS","ISP",5383
"CLE","ORF",5374
"LFT","ATL",5371
"SBN","ATL",5367
"PHX","HNL",5364
"BDL","JFK",5359
"GSO","BOS",5357
"BUR","JFK",5355
"MOT","BIS",5349
"JFK","BUR",5347
"LAS","MSY",5344
"ORD","HOU",5328
"BFL","SFO",5320
"MSY","LAS",5320
"SFO","BFL",5315
"ATL","LFT",5308
"MKE","LAS",5293
"ATL","SBN",5293
"LAS","MKE",5284
"SBN","DAY",5277
"LIT","PHX",5274
"HPN","IAD",5267
"PHX","LIT",5265
"DRO","PHX",5265
"BFL","DFW",5262
"PHF","LGA",5259
"LGA","PHF",5253
"PSC","DEN",5247
"GRR","DAY",5245
"ELM","ITH",5234
"DEN","PSC",5220
"COS","PUB",5214
"PUB","COS",5201
"DAY","GRR",5200
"ORD","SPI",5196
"SUX","MSP",5194
"AZO","DAY",5182
"MSP","SUX",5181
"STL","HNL",5180
"RIC","ORF",5179
"SPI","ORD",5173
"BDL","SYR",5173
"LEX","DFW",5173
"AUS","BWI",5173
"TPA","RSW",5172
"DAY","AZO",5168
"MSP","MBS",5167
"CLE","PBI",5166
"MCO","SYR",5165
"HOU","ORD",5165
"IND","SDF",5160
"BWI","AUS",5153
"DFW","LEX",5152
"DFW","CHS",5152
"SYR","MCO",5150
"IAH","BPT",5141
"PIT","SAT",5139
"BPT","IAH",5134
"ATL","AEX",5109
"AEX","ATL",5108
"SBA","PHX",5107
"SYR","BDL",5106
"TUL","CVG",5106
"BOS","GSO",5103
"PBI","CLE",5087
"MBS","MSP",5084
"DUT","ANC",5074
"BIL","GTF",5072
"RDU","SWF",5071
"SAV","RDU",5065
"PHX","SBA",5056
"OAK","ATL",5055
"ANC","DUT",5054
"IAD","IND",5054
"CVG","TUL",5050
"ATL","OAK",5050
"CHS","DFW",5045
"STL","PBI",5035
"PHX","DRO",5032
"SAT","PIT",5025
"IAD","PDX",5023
"HNL","STL",5020
"ATL","EYW",5018
"PIA","STL",5018
"ROC","BUF",5007
"RDU","SJU",5002
"CLL","IAH",5001
"AKN","ANC",5001
"ORD","ROA",5001
"IAH","CLL",5001
"EWR","OMA",4977
"OMA","EWR",4975
"MDW","LIT",4970
"GTF","BIL",4968
"GSP","IAH",4967
"IAH","GSP",4957
"PDX","IAD",4947
"LIT","MDW",4942
"JFK","BNA",4942
"IND","IAD",4939
"JAX","JFK",4939
"JFK","JAX",4935
"AVP","CVG",4928
"SWF","RDU",4928
"MSN","CVG",4923
"ALB","BUF",4922
"SJU","RDU",4908
"BUF","ALB",4891
"CVG","MSN",4887
"COD","SLC",4886
"ORD","HVN",4886
"MDT","IAD",4882
"STL","PIA",4879
"ATL","FLO",4878
"SLC","COD",4872
"PDX","JFK",4871
"TPA","DAY",4870
"STL","SRQ",4859
"TPA","SDF",4852
"FLO","ATL",4849
"SDF","TPA",4847
"PIT","ACY",4847
"ROA","ORD",4842
"LBB","LAS",4841
"FLL","MSP",4838
"MSP","FLL",4837
"COS","LAS",4836
"LIH","SFO",4834
"JFK","PDX",4830
"MCO","PNS",4823
"MLU","MGM",4821
"PNS","MLU",4821
"SFO","LIH",4819
"SDF","IND",4815
"PNS","MCO",4806
"LAS","LBB",4803
"RIC","RDU",4794
"DAY","LAX",4788
"ACY","PIT",4787
"MSY","JAX",4764
"ITH","ELM",4762
"IAD","HPN",4756
"SBA","SLC",4755
"MSY","IND",4742
"JAX","MSY",4741
"GRB","CVG",4741
"AUS","MCO",4737
"SLC","SBA",4735
"OGG","KOA",4735
"MCO","AUS",4734
"ROC","MCO",4731
"MSY","SAT",4728
"MCO","ROC",4727
"CVG","GRB",4718
"JFK","IND",4718
"BNA","JFK",4716
"IAD","MDT",4715
"GRK","IAH",4704
"SAN","HNL",4699
"IAH","GRK",4698
"IND","DET",4698
"IAD","SJC",4688
"MCI","TPA",4685
"BHM","STL",4682
"STL","BHM",4681
"LAS","COS",4680
"IND","JFK",4680
"FLL","PHX",4670
"PWM","BGR",4661
"TPA","MCI",4646
"BOI","OAK",4646
"PHX","FLL",4645
"LGA","CAE",4635
"RDU","CAE",4629
"OAK","BOI",4627
"BOS","IND",4625
"CAE","LGA",4623
"MHT","BNA",4618
"XNA","LGA",4615
"BNA","MHT",4614
"RNO","IAH",4612
"TRI","CVG",4612
"IND","BOS",4612
"IAH","RNO",4602
"BUF","SYR",4599
"CMH","RDU",4597
"CVG","TRI",4596
"PBI","STL",4595
"AZO","LAN",4591
"MAF","LAS",4589
"SAV","IAH",4589
"LGA","XNA",4588
"LAS","MAF",4587
"LAX","DAY",4584
"LGA","BHM",4583
"IAH","SAV",4583
"SJC","IAD",4580
"BDL","BUF",4577
"AMA","LAS",4577
"LAS","AMA",4577
"MLU","IAH",4566
"IAH","DAY",4566
"HNL","SAN",4562
"DAY","CAK",4562
"FLL","DEN",4559
"DET","IND",4559
"SAT","MSY",4554
"PHL","AVP",4550
"DAY","FNT",4546
"DAY","IAH",4545
"IND","MSY",4545
"IAH","MLU",4545
"DEN","FLL",4539
"DAY","LAN",4533
"JNU","PSG",4532
"ALB","IAD",4525
"LAN","AZO",4524
"ISP","ATL",4523
"DAY","CMI",4514
"BUF","BDL",4512
"ROA","CVG",4509
"ATW","ATL",4504
"DAY","TPA",4504
"VPS","IAH",4501
"IAD","ALB",4499
"DTW","SAT",4490
"IAH","VPS",4490
"CAK","DAY",4488
"FNT","DAY",4480
"CMI","DAY",4471
"SAN","BOS",4455
"SAT","DTW",4452
"PWM","DTW",4450
"MCO","MKE",4449
"PWM","JFK",4448
"BOS","SAN",4442
"CVG","ROA",4442
"MKE","MCO",4441
"AVP","PHL",4436
"CVG","AVP",4433
"BZN","BTM",4431
"LAS","HNL",4430
"DTW","PWM",4427
"AUS","SAN",4426
"JFK","PWM",4417
"SAN","AUS",4415
"RDU","CMH",4409
"SLC","BWI",4402
"CLT","LIT",4401
"BWI","SLC",4400
"ATL","ISP",4397
"HNL","MSP",4397
"CLT","MOB",4390
"MSP","HNL",4386
"IDA","JAC",4383
"IND","JAX",4362
"JAX","IND",4357
"MLB","EWR",4355
"LIT","CLT",4355
"LAX","CCR",4352
"LAN","DAY",4350
"IND","BNA",4343
"ATL","ATW",4340
"MOB","CLT",4336
"CCR","LAX",4325
"GEG","PSC",4323
"CID","MLI",4321
"CAE","RDU",4321
"BTM","BZN",4320
"DEN","HNL",4318
"LAS","SBA",4314
"EWR","MLB",4309
"SAN","ONT",4309
"SGU","LAX",4305
"CLT","CHO",4303
"BGR","CVG",4303
"OMA","DSM",4300
"LAX","SGU",4293
"SBA","LAS",4280
"HPN","CLE",4279
"DAY","FWA",4278
"OAK","BNA",4278
"BNA","OAK",4277
"ANC","DLG",4274
"CLE","HPN",4272
"ORH","BWI",4272
"SJU","IAH",4270
"RSW","TPA",4265
"IAH","SJU",4251
"ANC","LAX",4251
"CVG","BGR",4247
"BOS","DAY",4241
"CHO","CLT",4240
"LAX","ANC",4238
"BWI","ORH",4237
"DAB","MLB",4220
"FWA","DAY",4214
"PHX","SDF",4213
"SDF","PHX",4212
"DCA","SEA",4208
"HPN","MSP",4199
"SEA","DCA",4197
"MSP","HPN",4188
"TUS","SEA",4185
"MLB","RDU",4181
"DAY","EVV",4165
"JAN","MCO",4161
"MCO","JAN",4156
"DSM","IAH",4149
"PIT","FWA",4145
"IAH","DSM",4143
"SEA","TUS",4138
"EVV","DAY",4138
"ICT","MCI",4136
"FWA","PIT",4133
"HNL","LAS",4131
"ABQ","TPA",4120
"TPA","ABQ",4118
"JAN","SHV",4115
"STT","EWR",4101
"MKE","PHL",4100
"BHM","LGA",4097
"MIA","PHX",4084
"MIA","HOU",4082
"CLE","GSO",4071
"MDW","ABQ",4068
"ABQ","MDW",4067
"FAY","GSO",4065
"PHX","MIA",4065
"DEN","BDL",4064
"PHL","MKE",4063
"MEM","BWI",4062
"MSP","LAN",4061
"MCI","OMA",4060
"SHV","JAN",4059
"HOU","MIA",4043
"STT","STX",4039
"BDL","DEN",4036
"LAN","MSP",4027
"SEA","ABQ",4022
"GSO","CLE",4015
"IND","MIA",4012
"ABQ","SEA",4010
"TUS","CVG",4007
"MIA","IND",4004
"PHX","GJT",4003
"STL","SYR",3988
"LGB","BOS",3988
"JAN","BTR",3980
"MLB","DAB",3975
"AEX","DFW",3970
"TYS","IAD",3966
"BOS","LGB",3962
"BHM","EWR",3958
"EUG","SLC",3953
"CWA","ORD",3952
"CVG","TUS",3951
"BWI","MEM",3947
"EWR","HNL",3943
"LGB","SJC",3942
"LEX","IAH",3942
"IAD","TYS",3941
"HNL","EWR",3939
"ORD","CWA",3937
"MDT","CLE",3933
"CRW","ORD",3933
"DFW","AEX",3932
"CLE","MDT",3931
"EWR","BHM",3926
"SLC","EUG",3925
"RSW","MIA",3925
"MSO","FCA",3923
"IAH","LEX",3921
"TOL","FWA",3919
"ORF","JFK",3917
"TPA","HOU",3917
"BWI","SAN",3916
"DAY","BOS",3916
"ORD","CRW",3914
"CHO","CVG",3911
"MCI","PDX",3910
"HOU","TPA",3909
"PDX","MCI",3907
"FWA","TOL",3896
"SYR","STL",3893
"CVG","CHO",3890
"SAN","BWI",3886
"JFK","STX",3881
"SYR","BUF",3879
"GRR","IAH",3876
"SWF","CVG",3866
"IAH","GRR",3865
"RDU","MLB",3863
"CVG","SWF",3858
"MCO","SEA",3850
"MCI","ICT",3850
"SEA","MCO",3845
"MEM","RSW",3837
"MEM","CHA",3829
"AUS","SLC",3828
"SDF","DAY",3820
"AVP","ORD",3818
"HNL","DEN",3808
"MKE","LAX",3806
"BDL","BOS",3799
"BUF","ROC",3796
"LEX","DTW",3791
"GJT","PHX",3786
"JFK","BQN",3786
"BQN","JFK",3785
"DTW","LEX",3777
"CRW","IAD",3775
"LAX","MKE",3775
"PIT","TRI",3770
"HTS","CLT",3765
"BZN","MSO",3753
"IND","MKE",3751
"ANC","DEN",3747
"ORD","AVP",3745
"CHA","MEM",3743
"DEN","ANC",3742
"GTF","FCA",3738
"BNA","IND",3727
"RSW","MEM",3725
"IAD","AUS",3719
"ROA","IAD",3718
"IAD","PBI",3714
"OMA","MCI",3710
"TYS","EWR",3707
"FCA","GTF",3702
"CLT","MDW",3700
"MDW","CLT",3698
"LIT","TUL",3693
"EWR","TYS",3690
"MKE","IND",3687
"MDW","BUF",3685
"CLT","HTS",3685
"ONT","PSP",3681
"SBA","DFW",3678
"IAH","CHS",3677
"CHS","IAH",3674
"MIA","RSW",3673
"BUF","MDW",3664
"HPN","CVG",3663
"MSN","DEN",3661
"EWR","SJC",3661
"JFK","ORF",3660
"CRP","ATL",3660
"SJC","EWR",3657
"MSN","CLE",3656
"CLT","LEX",3653
"CLE","MSN",3650
"CDC","SLC",3648
"MSN","DFW",3647
"LEX","CLT",3646
"TRI","PIT",3643
"IAD","CRW",3642
"ACV","SMF",3642
"SLC","CDC",3635
"CLT","ISP",3633
"ATL","CRP",3632
"PNS","JAX",3630
"CVG","HPN",3628
"RDU","LAS",3628
"SMF","ACV",3624
"BTR","PNS",3624
"OGG","SEA",3618
"DFW","MSN",3617
"TPA","AUS",3612
"LAS","RDU",3611
"ISP","CLT",3609
"TUS","ELP",3607
"AUS","TPA",3604
"TUL","LIT",3602
"JAX","PNS",3586
"AUS","RDU",3584
"PHF","BOS",3577
"BOS","BDL",3572
"BOS","PHF",3569
"MSO","BZN",3561
"RDU","AUS",3557
"BNA","SEA",3553
"SEA","BNA",3551
"PBI","IAD",3533
"STL","TUS",3530
"SGF","CVG",3505
"LAS","GEG",3500
"GEG","LAS",3493
"BNA","CHA",3485
"EFD","IAH",3482
"CVG","SGF",3480
"AUS","IAD",3475
"IAH","EFD",3474
"MKE","MSN",3471
"CLT","SAT",3466
"CHS","JAX",3465
"JFK","AUS",3465
"AUS","JFK",3465
"SAT","CLT",3464
"GSO","FAY",3459
"PSP","IAH",3452
"JAN","MLU",3450
"JAX","CHS",3447
"RDU","MYR",3442
"MEM","MGM",3438
"IAH","PSP",3436
"IAD","ROA",3426
"CHA","BNA",3419
"SJU","STX",3417
"MSN","MKE",3414
"DEN","MSN",3413
"GUC","DEN",3411
"ISP","PVD",3408
"STX","SJU",3402
"DEN","GUC",3402
"ANC","AKN",3400
"MGM","MEM",3399
"DAB","JAX",3399
"TUS","STL",3399
"CAE","IAH",3391
"FNT","ORD",3386
"IAH","CAE",3386
"ANC","SFO",3381
"LIH","OGG",3378
"ORD","FNT",3376
"PVD","ISP",3371
"SFO","ANC",3370
"GRR","MEM",3362
"GRR","EWR",3359
"PNS","MOB",3356
"SRQ","PHL",3352
"AVL","EWR",3352
"BOS","MKE",3348
"HNL","PDX",3347
"PDX","HNL",3344
"MYR","RDU",3342
"EWR","AVL",3338
"DCA","HSV",3337
"EWR","GRR",3330
"HPN","MCO",3327
"CHS","ORF",3326
"TPA","SAT",3324
"MYR","CVG",3323
"SAT","TPA",3322
"MCO","HPN",3319
"PHL","SRQ",3318
"BFL","PHX",3316
"HSV","DCA",3314
"FSD","CVG",3312
"STL","RIC",3310
"PHX","BHM",3310
"AUS","SFO",3310
"BHM","PHX",3308
"ORF","CHS",3306
"BHM","JAX",3304
"PSP","ONT",3304
"CVG","MYR",3304
"JAX","BHM",3302
"CVG","FSD",3298
"RIC","STL",3297
"GSO","MIA",3294
"BTV","CVG",3293
"CRW","IAH",3292
"DEN","BHM",3289
"HPN","BOS",3288
"IAH","CRW",3288
"SFO","AUS",3286
"PHX","BFL",3284
"GPT","DFW",3284
"SJU","STL",3283
"MKE","BOS",3283
"STT","PHL",3282
"BHM","DEN",3279
"MIA","GSO",3276
"DFW","SBA",3272
"STL","SJU",3272
"DFW","GPT",3266
"BOS","HPN",3263
"BDL","IAH",3257
"DTW","SJU",3254
"CVG","BTV",3251
"IAH","BDL",3251
"MIA","GNV",3246
"HVN","ORD",3246
"XNA","CVG",3244
"SJC","SFO",3242
"SCE","CVG",3235
"GNV","MIA",3233
"SEA","SIT",3231
"SJU","DTW",3226
"BUF","LAS",3223
"LAS","BUF",3222
"CVG","SCE",3214
"MYR","EWR",3213
"CLT","ISO",3213
"BNA","ONT",3212
"BNA","RIC",3210
"TLH","IAH",3210
"IAH","TLH",3209
"ONT","BNA",3209
"EWR","MYR",3207
"JFK","ALB",3195
"JAC","ORD",3194
"HNL","SJC",3189
"ALB","JFK",3176
"RNO","STL",3175
"OAK","BOS",3171
"GSO","RDU",3171
"SJC","LGB",3171
"SBP","PHX",3170
"STL","RNO",3170
"BOS","OAK",3170
"TUL","ICT",3169
"CMH","DAY",3168
"BTV","CLE",3164
"GSP","CLE",3161
"CVG","XNA",3158
"ISO","CLT",3158
"CLE","GSP",3157
"ALB","LAS",3152
"LAS","ALB",3151
"MCI","SMF",3149
"SMF","MCI",3148
"JAC","DFW",3145
"MKE","DCA",3142
"MFR","SLC",3142
"GCN","LAS",3142
"LAS","TUL",3138
"TUL","LAS",3137
"RDU","RIC",3137
"RIC","BNA",3137
"SGF","ATL",3135
"MDW","SRQ",3135
"SLC","MFR",3133
"CLE","BTV",3127
"LAS","GCN",3122
"DCA","MKE",3122
"PHX","SBP",3120
"BWI","ABQ",3118
"ABQ","BWI",3117
"SRQ","MDW",3116
"SGF","MEM",3113
"MEM","SGF",3101
"STT","CLT",3095
"PIA","MLI",3091
"PVD","MSP",3085
"CLE","AUS",3083
"MSP","PVD",3080
"ORD","EGE",3080
"AUS","CLE",3079
"ACV","CEC",3079
"IPL","LAX",3074
"ATL","SGF",3070
"EGE","ORD",3065
"CEC","ACV",3063
"RDM","SLC",3062
"ELP","SFO",3061
"PVD","JFK",3060
"JFK","PVD",3052
"MCO","FNT",3048
"SLC","RDM",3047
"OGG","ORD",3047
"FNT","MCO",3046
"FLL","IND",3046
"BWI","MYR",3045
"IND","FLL",3035
"LAX","IPL",3035
"SJC","HNL",3032
"OMA","DTW",3031
"IAD","SMF",3029
"IAH","SRQ",3028
"JAN","MOB",3027
"SMF","IAD",3022
"XNA","EWR",3019
"LYH","CLT",3019
"PIT","JAX",3019
"MOB","JAN",3016
"DAY","TOL",3015
"EWR","XNA",3012
"LAX","BOI",3004
"DTW","OMA",3004
"MSP","MLI",2997
"PHX","BUF",2993
"BOI","LAX",2993
"XNA","MEM",2992
"BUF","PHX",2992
"OGG","DFW",2989
"BWI","MKE",2983
"JAX","PIT",2982
"MEM","XNA",2982
"LAS","SDF",2981
"DFW","OGG",2980
"SDF","LAS",2979
"PIT","LAN",2978
"GSO","BNA",2977
"MKE","BWI",2976
"HSV","IAD",2972
"LGA","MHT",2970
"CLE","SEA",2968
"MLI","MSP",2966
"BWI","BGM",2966
"FNT","CVG",2965
"BGR","PWM",2961
"BGM","BWI",2955
"PIT","EVV",2955
"CVG","FNT",2953
"IAD","HSV",2951
"EVV","PIT",2945
"LAN","PIT",2944
"TOL","DAY",2942
"FCA","HLN",2942
"CVG","AVL",2942
"BHM","LAS",2938
"MHT","LGA",2937
"LAS","BHM",2936
"LAX","SCK",2922
"STL","MSN",2921
"AVL","CVG",2916
"SCK","LAX",2914
"BDL","PHX",2910
"BNA","TYS",2909
"LIT","LAS",2906
"LAS","LIT",2905
"GTF","DEN",2898
"BTR","MGM",2898
"PSP","SJC",2897
"SEA","CLE",2894
"SFO","ELP",2892
"MGM","BHM",2892
"PHX","BDL",2889
"MCI","RDU",2883
"RDU","MCI",2881
"DEN","GTF",2880
"LIT","BWI",2876
"SJC","PSP",2873
"MEM","GRR",2873
"CAK","BOS",2873
"BWI","LIT",2870
"BOS","CAK",2868
"MEM","PFN",2858
"CHS","CAE",2857
"MSN","STL",2856
"PIT","ORH",2854
"PIA","DEN",2851
"CEC","SFO",2850
"DFW","SRQ",2847
"DFW","JAC",2841
"SAN","RNO",2840
"BGR","LGA",2839
"LGA","BGR",2837
"ORH","PIT",2837
"ABQ","PDX",2837
"PDX","ABQ",2832
"RNO","SAN",2828
"ORD","DAL",2827
"DAL","ORD",2827
"MYR","BWI",2821
"PFN","MEM",2818
"MOB","SHV",2818
"DFW","HDN",2814
"BPT","DFW",2807
"ILM","BWI",2800
"SFO","CEC",2799
"ORD","JAC",2798
"PVD","LGA",2797
"FCA","MSP",2795
"BHM","SHV",2794
"HDN","DFW",2794
"MSP","FCA",2793
"OGG","LIH",2791
"LGA","PVD",2790
"DLG","ANC",2780
"LAX","MOD",2780
"MOD","LAX",2775
"BNA","ORF",2773
"DFW","BPT",2773
"DCA","LAS",2767
"LAS","DCA",2767
"CVG","HTS",2763
"MCI","PVD",2759
"PVD","MCI",2758
"MDW","SJC",2756
"BTR","BHM",2753
"LWS","SLC",2751
"SJC","MDW",2745
"CLE","TYS",2744
"DAY","DEN",2744
"GSO","CHS",2740
"SLC","LWS",2732
"OKC","EWR",2732
"XNA","DEN",2729
"EWR","OKC",2727
"DEN","DAY",2726
"SYR","ISP",2725
"DEN","XNA",2719
"ISP","SYR",2706
"CHS","GSO",2700
"MLU","MOB",2699
"TYS","CLE",2693
"TPA","SRQ",2689
"SHV","MOB",2688
"ORF","BNA",2685
"ABE","AVP",2684
"CAE","CHS",2682
"JAX","DAB",2673
"PIT","BHM",2670
"PIT","AZO",2669
"HNL","SLC",2668
"SLC","HNL",2666
"BHM","PIT",2659
"CMH","MKE",2653
"MKE","CMH",2651
"SLC","MDW",2648
"AZO","PIT",2647
"HTS","CVG",2644
"LAS","ORF",2641
"ORF","LAS",2640
"LAS","BDL",2626
"PIA","DFW",2626
"BDL","LAS",2625
"GEG","LAX",2623
"PSP","PDX",2619
"EVV","DTW",2619
"MLI","CID",2617
"PDX","PSP",2617
"LAX","GEG",2615
"HOU","PHL",2614
"UCA","BWI",2614
"DFW","PIA",2610
"BWI","UCA",2605
"MDW","SLC",2602
"DTW","EVV",2599
"CAK","DEN",2596
"DEN","CAK",2593
"MIA","PBI",2593
"DTW","ERI",2588
"FSD","FAR",2585
"BQN","EWR",2582
"PSP","MSP",2582
"EWR","BQN",2580
"IAH","MTJ",2580
"MTJ","IAH",2579
"CLT","LYH",2578
"MSP","PSP",2574
"BFL","IAH",2573
"SIT","PSG",2573
"PBI","BNA",2570
"SAN","CLE",2570
"IAH","BFL",2568
"BNA","PBI",2564
"ERI","CVG",2554
"PHL","HOU",2550
"ERI","DTW",2549
"CLE","SAN",2549
"TVL","SJC",2547
"MLU","JAN",2541
"CVG","ERI",2537
"SJC","TVL",2536
"PBI","SRQ",2536
"SMF","LGB",2531
"FAR","FSD",2529
"CLT","STT",2526
"LGB","SMF",2524
"MDW","ALB",2523
"ACY","CVG",2522
"CVG","ACY",2518
"BNA","GSO",2514
"BWI","ABE",2509
"PSC","GEG",2509
"ALB","MDW",2506
"LAS","BFL",2504
"BFL","LAS",2498
"DAY","MIA",2486
"ELM","DTW",2483
"DSM","CID",2471
"DTW","ELM",2470
"MIA","DAY",2466
"CID","DSM",2463
"DAY","IAD",2460
"ABE","BWI",2452
"PIT","FNT",2452
"ATL","APF",2443
"IAD","DAY",2443
"SRQ","CLE",2436
"DSM","MEM",2430
"SJC","DTW",2429
"DTW","SJC",2422
"DLH","ORD",2420
"PDX","MDW",2419
"EWR","BGR",2419
"FNT","PIT",2417
"BWI","ILM",2417
"BTR","SHV",2415
"CLE","LEX",2411
"ORD","DLH",2410
"MDW","PDX",2405
"BOS","JAX",2405
"PHX","MAF",2405
"MIA","CMH",2404
"PNS","MSY",2398
"JAX","BOS",2397
"MEM","DSM",2396
"MSY","PNS",2393
"CMH","MIA",2390
"BGR","EWR",2385
"PVD","BGR",2383
"BNA","LEX",2382
"MAF","PHX",2378
"DEN","MFR",2378
"SAV","AGS",2368
"VCT","IAH",2368
"DFW","GUC",2364
"IAH","VCT",2356
"BGR","PVD",2356
"GUC","DFW",2350
"LBB","AMA",2345
"APF","ATL",2341
"BGR","ORD",2337
"BGM","CVG",2336
"IDA","DEN",2334
"BOI","PSC",2333
"FLL","HOU",2331
"AMA","LBB",2329
"JFK","ONT",2327
"MRY","PHX",2326
"MAF","LBB",2323
"PIT","SRQ",2323
"OAJ","ATL",2321
"MSP","ATW",2317
"DEN","IDA",2317
"CVG","BGM",2316
"RNO","DTW",2314
"HOU","FLL",2314
"ELP","SLC",2314
"DTW","RNO",2313
"MIA","MDW",2309
"SLC","ELP",2308
"SRQ","PIT",2307
"PIE","MDW",2306
"LEX","CLE",2306
"MDW","MIA",2304
"ATL","OAJ",2302
"ONT","JFK",2301
"MDW","PIE",2300
"PHX","MRY",2294
"HPN","PBI",2293
"MLU","HSV",2292
"LAS","OKC",2289
"OKC","LAS",2289
"LBB","MAF",2288
"EWR","STT",2284
"PBI","HPN",2282
"JAX","MSP",2281
"DTW","CAK",2277
"LGA","TYS",2277
"PSC","BOI",2276
"MSP","JAX",2275
"CAK","DTW",2268
"ICT","TUL",2267
"CAK","MCO",2264
"CHO","IAD",2259
"MCO","CAK",2259
"SMF","MDW",2249
"HLN","FCA",2248
"MDW","SMF",2246
"IAD","CHO",2245
"MYR","IAD",2241
"CLT","CAK",2238
"MCO","GSP",2237
"OGG","PHX",2229
"IAD","MYR",2226
"MFR","DEN",2223
"ACT","IAH",2199
"PHX","OGG",2195
"RNO","EKO",2194
"CAK","CLT",2193
"IAH","ACT",2190
"TYS","LGA",2188
"JNU","FAI",2188
"EKO","RNO",2178
"AVL","IAH",2176
"IAH","AVL",2174
"CLE","SAT",2174
"DAY","CMH",2168
"DTW","ATW",2167
"SHV","CVG",2167
"PHF","MCO",2166
"MCO","PHF",2166
"ISP","ALB",2165
"SRQ","PBI",2165
"IAH","ILE",2162
"ILE","IAH",2160
"CID","DTW",2158
"ORF","GSO",2158
"OGG","ITO",2157
"ANC","PHX",2156
"PNS","MEM",2153
"BFL","SLC",2152
"GSO","ORF",2150
"MHT","BTV",2150
"MGM","DFW",2149
"LGB","FLL",2147
"HNL","GUM",2147
"DTW","CID",2145
"ICT","LAS",2145
"GSO","MEM",2145
"SLC","BFL",2142
"PHX","ANC",2141
"SAT","CLE",2141
"PHL","ORH",2141
"TLH","MEM",2139
"CMI","CVG",2137
"DCA","SLC",2137
"DTW","ANC",2135
"MEM","GSO",2135
"FLL","LGB",2134
"MEM","PNS",2134
"SLC","DCA",2134
"EWR","TUL",2131
"MEM","TLH",2127
"TPA","BUF",2127
"HOU","OAK",2125
"ORH","PHL",2123
"ONT","BUR",2121
"BHM","BTR",2121
"GUM","HNL",2121
"IAH","TYR",2121
"SRQ","TPA",2121
"TYR","IAH",2121
"CVG","CMI",2119
"ATW","DTW",2119
"LAS","ICT",2118
"LAS","ISP",2118
"ISP","LAS",2117
"BUF","TPA",2113
"TUL","EWR",2108
"OAK","HOU",2107
"CVG","SHV",2105
"ANC","DTW",2098
"DFW","MGM",2097
"MSN","EWR",2094
"ATW","MSP",2090
"CPR","RAP",2085
"SDF","IAD",2084
"IAD","SDF",2083
"JAN","STL",2081
"STL","JAN",2078
"EWR","MSN",2074
"DCA","LEX",2074
"BDL","LGA",2068
"FAI","JNU",2067
"RAP","CPR",2063
"AUS","PIT",2054
"DCA","PWM",2051
"GSP","MCO",2047
"PSC","SEA",2045
"PIT","AUS",2044
"LEX","DCA",2042
"ORD","HDN",2041
"ABE","IAD",2041
"EWR","HOU",2039
"ANC","BRW",2038
"HDN","ORD",2038
"SCE","IAD",2033
"HNL","SMF",2031
"STL","MDT",2031
"IAD","ABE",2030
"SMF","HNL",2030
"LGA","SRQ",2030
"HOU","EWR",2027
"MLI","CVG",2026
"SEA","PSC",2023
"CLE","SRQ",2020
"IAD","SCE",2018
"CVG","MLI",2016
"PBI","MIA",2013
"HVN","HPN",2012
"HDN","IAH",2012
"BTR","ORD",2009
"DCA","LAX",2009
"LAX","DCA",2007
"SAT","MDW",2000
"DLG","AKN",1997
"FLG","GCN",1996
"ORD","BTR",1995
"IAH","HDN",1993
"MDW","SAT",1993
"IAD","RSW",1991
